id,message_content,spam_status,language,timestamp
392,"Have you joined the Whatsapp Channel yet? 😍 Get quick updates :)

https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W","Not Spam",Unknown,"2025-02-02 22:37:07"
393,"Every Student must participate in GSoc and explore Open Source

https://www.linkedin.com/posts/krishan-kumar08_google-summer-of-code-gsoc-your-gateway-activity-7290710729723154432-zs6V","Not Spam",Unknown,"2025-02-02 22:37:07"
394,"Media message (ID 5299)","Not Spam",Unknown,"2025-02-02 22:37:08"
395,"12 Work From Home Internships for college students

1. Company name: Justmove
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4gmbcRU

2. Company name: Datachecks 
Role: Prompt Engineer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4aY5RiF

3. Company name: Capway
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 28K per month

Apply Link: https://bit.ly/4jGznx5

4. Company name: Capway 
Role: UI/UX Designer Intern
Expected Stipend: Upto INR 25K per month

Apply Link: https://bit.ly/40M6RSi

5. Company name: HyrioAI
Role: Backend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/4aGKxxI

6. Company name: HyrioAI
Role: Frontend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/3PVF64C

7. Company name: Sypto
Role: Fullstack Developer Intern
Expected Stipend: INR 18K per month

Apply Link: https://bit.ly/4aJYSd2

8. Company name: Smollan
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40E73mk

9. Company name: Modegenics
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40DpVC6

10. Company name: Yellow Paper
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/3CzZGo2

11. Company name: CodeMode
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40BCOMZ

12. Company name: Job Alchemy
Role: Frontend Developer Intern
Expected Stipend: INR 12K per month

Apply Link: https://bit.ly/40M7j2W","Not Spam",Unknown,"2025-02-02 22:37:08"
396,"**Free java Course  - with Placement Assistance Program

Join here: **https://courses.codeleap.io/course/Z7jFb4Skvr

Rs. 1 Convenience fees applicable","Not Spam",Unknown,"2025-02-02 22:37:08"
397,"Media message (ID 1031)","Not Spam",Unknown,"2025-02-02 22:37:09"
398,"Media message (ID 1030)","Not Spam",Unknown,"2025-02-02 22:37:11"
399,"Media message (ID 1029)","Not Spam",Unknown,"2025-02-02 22:37:12"
400,"Media message (ID 1028)","Not Spam",Unknown,"2025-02-02 22:37:13"
401,"Media message (ID 1027)","Not Spam",Unknown,"2025-02-02 22:37:13"
402,"Popular Java Topics: 👇","Not Spam",Unknown,"2025-02-02 22:37:15"
403,"**Editing Link:** https://www.canva.com/templates/EAGKvPsebtE-white-and-black-modern-new-graduate-professional-resume/","Not Spam",Unknown,"2025-02-02 22:37:15"
404,"Media message (ID 1021)","Not Spam",Unknown,"2025-02-02 22:37:16"
405,"Code link: [Show Code](https://codewithcurious.com/projects/funny-login-page-using-html-css-javascript/)","Not Spam",Unknown,"2025-02-02 22:37:17"
406,"Media message (ID 1589)","Not Spam",Unknown,"2025-02-02 22:37:18"
407,"**🎮 Deepseek made this entire game from a single prompt with zero edits! 🎮**

**🚀 Check out the Game Preview: **[**Game Preview Link 👉**](https://www.instagram.com/reel/DFkVmnbAsz1/?igsh=NHg0cDUxenhpbXNi)**
**
**💡 React to this message to get more amazing content like this! 👇 
 
__❤️ Thank you for being here!__**","Not Spam",Unknown,"2025-02-02 22:37:18"
408,"**__🚀 Best Website for Programmers! (Part 1)__** 
 
🔹**__ Quick Reference__** – Get cheat sheets for various programming languages, frameworks, and tools! 
 
**__🔗 __****__https://quickref.me/__** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
❤️ Thank you for being here!__**","Not Spam",Unknown,"2025-02-02 22:37:18"
409,"**Who codes better—ChatGPT or DeepSeek? **

🤔 I gave both the same prompt to create a simple HTML form, and the results SHOCKED me! 😱

[Tap Here to See Result 🔥](https://www.instagram.com/reel/DFcpxH7gdKJ/?igsh=bWNtdzBsdzc3ZzA4)",Spam,Unknown,"2025-02-02 22:37:18"
410,"Media message (ID 1583)","Not Spam",Unknown,"2025-02-02 22:37:21"
411,"**__🚀 Exclusive Offer for Developers – Limited Time Only! 🚀__** 
 
🎉 Get**__ 30% OFF for 3 Months__** + $50 Hosting Credit to kickstart your next project! 
 
**__🔥 Bonus: Refer a fellow dev and earn $50 in hosting credit to fuel your next big idea!__** 
 
**💡 Whether you're building, scaling, or experimenting—this deal empowers you to do more.** 
 
**__👉 Use Code: CW30FOR3__** 
🔗 Deal Link: **__https://bit.ly/3EixDtN__** 
 
**__⏳ Hurry, this offer won't last forever! Grab it before it's gone!__**","Not Spam",Unknown,"2025-02-02 22:37:21"
412,"**Valentines 💌 Day 7 Projects Series Using HTML, Css, and JavaScript 🔗  
  
****https://www.codewithrandom.com/2024/01/26/i-love-you-projects-html-css-collection/****  
  
Complete Source 🧑‍💻 Code  
  
Code and Love 🥰**","Not Spam",Unknown,"2025-02-02 22:37:21"
413,"**Unique Portfolio Website Using HTML and CSS👇👩‍💻**  
.  
.  
.  
**https://www.codewithrandom.com/2024/03/24/free-coding-resources/**  
______________________________❤️‍🔥   
We Create **1000+ HTML, CSS, and JavaScript Projects**, Visit Our Website👇 
.  
. 
.  
**https://www.codewithrandom.com/**","Not Spam",Unknown,"2025-02-02 22:37:21"
414,"**✨ Nothing is more expensive than a missed opportunity! ✨** 
 
__🚨 Don’t let this one slip away! 🚨__ 
 
**__🌟 Get “100%” 🤩 scholarship on a Certified Internship with Top MNCs, powered by YHills! 🦾🥇__** 
 
**__🚀 Upskill Yourself NOW: __****__https://forms.gle/oZM5KjrQsm31AQ6Q6__****__ 
 
🔥 Fill out the form and secure your future! 🔥 
 
⏳ Opportunities like this don’t come twice! ⏳__**","Not Spam",Unknown,"2025-02-02 22:37:21"
415,"**__💻 100+ Portfolio Templates for Developers
 
Get inspired by a comprehensive list of developer portfolios! 🌟__** 
 
**__🚀 Access Here 👇__** 
🔗 **https://github.com/emmabostian/developer-portfolios?tab=readme-ov-file** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
Thank you for being here! ❤️__**","Not Spam",Unknown,"2025-02-02 22:37:22"
416,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:37:22"
417,"Media message (ID 2317)","Not Spam",Unknown,"2025-02-02 22:37:23"
418,"Company Name: Amazon
Role: SDE 1
Batch : 2024/2025 passouts

Link : https://amazon.jobs/en/jobs/2880258/software-dev-engineer-i-amazon-university-talent-acquisition","Not Spam",Unknown,"2025-02-02 22:37:23"
419,"Media message (ID 2315)","Not Spam",Unknown,"2025-02-02 22:37:24"
420,"Media message (ID 2314)","Not Spam",Unknown,"2025-02-02 22:37:25"
421,"Internships for the last 2 days!","Not Spam",Unknown,"2025-02-02 22:37:25"
422,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:37:26"
423,"Internship updates for today!","Not Spam",Unknown,"2025-02-02 22:37:26"
424,"Internship updates for today!","Not Spam",Unknown,"2025-02-02 22:37:26"
425,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:37:26"
426,"Media message (ID 533)","Not Spam",Unknown,"2025-02-02 22:37:27"
427,"🚀 **Limited-Time Developer Deal – Don't Miss Out!** 🚀

🎉 **Save 30% for 3 Months + Get $50 Hosting Credit** to supercharge your next project!

🔥 **Bonus:** Refer a developer friend and earn **$50 in hosting credit** for your next big idea!

💡 Whether you're launching, scaling, or experimenting, this offer gives you the boost you need.

👉 **Use Code:** **__CW30FOR3__**
🔗 **Claim the Deal Now:** https://bit.ly/4aEP6bN


⏳ **Act fast! This exclusive deal won't be around forever!**","Not Spam",Unknown,"2025-02-02 22:37:27"
428,"Media message (ID 531)","Not Spam",Unknown,"2025-02-02 22:37:28"
429,"Media message (ID 530)","Not Spam",Unknown,"2025-02-02 22:37:30"
430,"Media message (ID 529)","Not Spam",Unknown,"2025-02-02 22:37:31"
431,"Media message (ID 528)","Not Spam",Unknown,"2025-02-02 22:37:32"
432,"🎉 New Year Offer Alert 🎉
( Only 50 Seats) 

🌟 Become a Certified Full Stack JavaScript Developer for Just ₹399 from Learntube backed by Google 🚀
✔️ Verified Certificate Recognized by Google & Amazon
✔️ 40+ Lessons | 10+ Hours of Learning
✔️ Hands-On Projects: Real-Time Apps, RESTful APIs & E-commerce Websites

💡 What You’ll Learn:
✅ JavaScript, HTML, CSS Basics
✅ Front-End with React
✅ Back-End with Node.js & Express.js
✅ APIs, Testing, Security, & Performance Optimization

🎓 Get Certified and Stand Out in the Job Market!

🔥 Enroll Now for Just ₹399/- (Original Price ₹999/-)

👉 Click Below to Enroll Now! 👇
https://tinyurl.com/FullStackJSDevXCourseStella

Start Your Journey in 2024 and Unlock High-Paying Opportunities! 🚀","Not Spam",Unknown,"2025-02-02 22:37:32"
433,"Media message (ID 526)","Not Spam",Unknown,"2025-02-02 22:37:33"
434,"Media message (ID 525)","Not Spam",Unknown,"2025-02-02 22:37:35"
435,"Media message (ID 524)","Not Spam",Unknown,"2025-02-02 22:37:36"
436,https://www.linkedin.com/posts/codegalatta_girlhackathon2025-womenintech-codegalatta-activity-7290190680470044672--a2-?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:37:36"
437,"JEE Exam 2025 |🔥Most Expected PERCENTILE vs MARKS vs RANK | Know Your Position | Detailed Analysis ✅
https://youtu.be/G8gVmharKEM","Not Spam",Unknown,"2025-02-02 22:37:36"
438,"For Registration - www.aptiwings.com","Not Spam",Unknown,"2025-02-02 22:37:37"
439,"**Follow Code Galatta LinkedIn Page** For Regular Internships, Hackathons and Interview Updates....","Not Spam",Unknown,"2025-02-02 22:37:37"
440,https://www.linkedin.com/posts/codegalatta_hackathon-for-smart-student-hostels-solutions-activity-7289896235556028416-a78H?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:37:37"
441,https://www.linkedin.com/posts/codegalatta_girlswannacode-womenintech-flipkartcareers-activity-7289462138480275457-JGzl?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:37:37"
442,https://youtu.be/ZzmuB0fni7U?si=LmSOk3aHnv4f49lS,"Not Spam",Unknown,"2025-02-02 22:37:38"
443,https://youtu.be/GC-HyrNoE9Y,"Not Spam",Unknown,"2025-02-02 22:37:38"
444,"🔥Welcome to 𝐀𝐝𝐦𝐢𝐬𝐬𝐢𝐨𝐧𝐬 2025 | சிறந்த படிப்புகளும் அதற்கான 𝐓𝐎𝐏 கல்லூரிகளும் | 𝐃𝐄𝐂𝐈𝐃𝐄 your 𝐋𝐈𝐅𝐄 here
https://youtu.be/22UnoLNC978","Not Spam",Unknown,"2025-02-02 22:37:38"
445,https://youtu.be/EueWjYuX98Y?si=QJmB79czMLRDlLOU,"Not Spam",Unknown,"2025-02-02 22:37:39"
446,"Folks it takes a lot of effort to collect, organize and share relevant opportunities for you.

That also daily 😊

Can you please help in spreading a word about my community among your College by sharing the above message in Whatsapp Groups and Friends! 😍

{Especially among your Juniors}

It'll motivate me to share more and more opportunities for you. 🤩

Sharing this message might take 5 seconds of yours but it will surely motivate me to share more and more relevant opportunities for you","Not Spam",Unknown,"2025-02-02 22:50:11"
447,"For Latest Jobs and Internships Updates for 2023, 2024, 2025, 2026 and 2027 Batch

Only direct Links are posted 😀

📫 😍 Join now
https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W","Not Spam",Unknown,"2025-02-02 22:50:11"
448,"If anyone had cracked Internship at Walmart through CodeHers

Why keep your story to yourself? 🤔
I am looking forward to your stories! 
Let's make a difference, one story at a time

Please fill this Form: https://forms.gle/SNYrTvpc3jmQCCno7

Or you can share with me on my LinkedIn: https://www.linkedin.com/in/krishan-kumar08

Will start sharing with everyone via my LinkedIn :)
Will help everyone","Not Spam",Unknown,"2025-02-02 22:50:12"
449,"Media message (ID 5304)","Not Spam",Unknown,"2025-02-02 22:50:13"
450,"Walmart is hiring Females passing out in 2025 and 2026 - CodeHers Hackathon 

Package : INR 18-21 Lakhs + 2-3.5 Lakhs Joining Bonus and stock grants upto 2.5 Lakhs 

Apply Link: https://perfleap.com/WalmartCodehers2025 

Do share with your Friends too","Not Spam",Unknown,"2025-02-02 22:50:13"
451,"Media message (ID 5302)","Not Spam",Unknown,"2025-02-02 22:50:15"
452,"Have you joined the Whatsapp Channel yet? 😍 Get quick updates :)

https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W","Not Spam",Unknown,"2025-02-02 22:50:15"
453,"Every Student must participate in GSoc and explore Open Source

https://www.linkedin.com/posts/krishan-kumar08_google-summer-of-code-gsoc-your-gateway-activity-7290710729723154432-zs6V","Not Spam",Unknown,"2025-02-02 22:50:16"
454,"Media message (ID 5299)","Not Spam",Unknown,"2025-02-02 22:50:18"
455,"12 Work From Home Internships for college students

1. Company name: Justmove
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4gmbcRU

2. Company name: Datachecks 
Role: Prompt Engineer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4aY5RiF

3. Company name: Capway
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 28K per month

Apply Link: https://bit.ly/4jGznx5

4. Company name: Capway 
Role: UI/UX Designer Intern
Expected Stipend: Upto INR 25K per month

Apply Link: https://bit.ly/40M6RSi

5. Company name: HyrioAI
Role: Backend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/4aGKxxI

6. Company name: HyrioAI
Role: Frontend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/3PVF64C

7. Company name: Sypto
Role: Fullstack Developer Intern
Expected Stipend: INR 18K per month

Apply Link: https://bit.ly/4aJYSd2

8. Company name: Smollan
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40E73mk

9. Company name: Modegenics
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40DpVC6

10. Company name: Yellow Paper
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/3CzZGo2

11. Company name: CodeMode
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40BCOMZ

12. Company name: Job Alchemy
Role: Frontend Developer Intern
Expected Stipend: INR 12K per month

Apply Link: https://bit.ly/40M7j2W","Not Spam",Unknown,"2025-02-02 22:50:19"
456,"**Free java Course  - with Placement Assistance Program

Join here: **https://courses.codeleap.io/course/Z7jFb4Skvr

Rs. 1 Convenience fees applicable","Not Spam",Unknown,"2025-02-02 22:50:19"
457,"Media message (ID 1031)","Not Spam",Unknown,"2025-02-02 22:50:22"
458,"Media message (ID 1030)","Not Spam",Unknown,"2025-02-02 22:50:22"
459,"Media message (ID 1029)","Not Spam",Unknown,"2025-02-02 22:50:23"
460,"Media message (ID 1028)","Not Spam",Unknown,"2025-02-02 22:50:24"
461,"Media message (ID 1027)","Not Spam",Unknown,"2025-02-02 22:50:25"
462,"Popular Java Topics: 👇","Not Spam",Unknown,"2025-02-02 22:50:26"
463,"**Editing Link:** https://www.canva.com/templates/EAGKvPsebtE-white-and-black-modern-new-graduate-professional-resume/","Not Spam",Unknown,"2025-02-02 22:50:29"
464,"Media message (ID 1021)","Not Spam",Unknown,"2025-02-02 22:50:30"
465,"Code link: [Show Code](https://codewithcurious.com/projects/funny-login-page-using-html-css-javascript/)","Not Spam",Unknown,"2025-02-02 22:50:30"
466,"Media message (ID 1589)","Not Spam",Unknown,"2025-02-02 22:50:32"
467,"**🎮 Deepseek made this entire game from a single prompt with zero edits! 🎮**

**🚀 Check out the Game Preview: **[**Game Preview Link 👉**](https://www.instagram.com/reel/DFkVmnbAsz1/?igsh=NHg0cDUxenhpbXNi)**
**
**💡 React to this message to get more amazing content like this! 👇 
 
__❤️ Thank you for being here!__**","Not Spam",Unknown,"2025-02-02 22:50:32"
468,"**__🚀 Best Website for Programmers! (Part 1)__** 
 
🔹**__ Quick Reference__** – Get cheat sheets for various programming languages, frameworks, and tools! 
 
**__🔗 __****__https://quickref.me/__** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
❤️ Thank you for being here!__**","Not Spam",Unknown,"2025-02-02 22:50:32"
469,"**Who codes better—ChatGPT or DeepSeek? **

🤔 I gave both the same prompt to create a simple HTML form, and the results SHOCKED me! 😱

[Tap Here to See Result 🔥](https://www.instagram.com/reel/DFcpxH7gdKJ/?igsh=bWNtdzBsdzc3ZzA4)",Spam,Unknown,"2025-02-02 22:50:33"
470,"Media message (ID 1583)","Not Spam",Unknown,"2025-02-02 22:50:34"
471,"**__🚀 Exclusive Offer for Developers – Limited Time Only! 🚀__** 
 
🎉 Get**__ 30% OFF for 3 Months__** + $50 Hosting Credit to kickstart your next project! 
 
**__🔥 Bonus: Refer a fellow dev and earn $50 in hosting credit to fuel your next big idea!__** 
 
**💡 Whether you're building, scaling, or experimenting—this deal empowers you to do more.** 
 
**__👉 Use Code: CW30FOR3__** 
🔗 Deal Link: **__https://bit.ly/3EixDtN__** 
 
**__⏳ Hurry, this offer won't last forever! Grab it before it's gone!__**","Not Spam",Unknown,"2025-02-02 22:50:34"
472,"**Valentines 💌 Day 7 Projects Series Using HTML, Css, and JavaScript 🔗  
  
****https://www.codewithrandom.com/2024/01/26/i-love-you-projects-html-css-collection/****  
  
Complete Source 🧑‍💻 Code  
  
Code and Love 🥰**","Not Spam",Unknown,"2025-02-02 22:50:34"
473,"**Unique Portfolio Website Using HTML and CSS👇👩‍💻**  
.  
.  
.  
**https://www.codewithrandom.com/2024/03/24/free-coding-resources/**  
______________________________❤️‍🔥   
We Create **1000+ HTML, CSS, and JavaScript Projects**, Visit Our Website👇 
.  
. 
.  
**https://www.codewithrandom.com/**","Not Spam",Unknown,"2025-02-02 22:50:35"
474,"**✨ Nothing is more expensive than a missed opportunity! ✨** 
 
__🚨 Don’t let this one slip away! 🚨__ 
 
**__🌟 Get “100%” 🤩 scholarship on a Certified Internship with Top MNCs, powered by YHills! 🦾🥇__** 
 
**__🚀 Upskill Yourself NOW: __****__https://forms.gle/oZM5KjrQsm31AQ6Q6__****__ 
 
🔥 Fill out the form and secure your future! 🔥 
 
⏳ Opportunities like this don’t come twice! ⏳__**","Not Spam",Unknown,"2025-02-02 22:50:35"
475,"**__💻 100+ Portfolio Templates for Developers
 
Get inspired by a comprehensive list of developer portfolios! 🌟__** 
 
**__🚀 Access Here 👇__** 
🔗 **https://github.com/emmabostian/developer-portfolios?tab=readme-ov-file** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
Thank you for being here! ❤️__**","Not Spam",Unknown,"2025-02-02 22:50:35"
476,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:50:36"
477,"Media message (ID 2317)","Not Spam",Unknown,"2025-02-02 22:50:37"
478,"Company Name: Amazon
Role: SDE 1
Batch : 2024/2025 passouts

Link : https://amazon.jobs/en/jobs/2880258/software-dev-engineer-i-amazon-university-talent-acquisition","Not Spam",Unknown,"2025-02-02 22:50:38"
479,"Media message (ID 2315)","Not Spam",Unknown,"2025-02-02 22:50:39"
480,"Media message (ID 2314)","Not Spam",Unknown,"2025-02-02 22:50:40"
481,"Internships for the last 2 days!","Not Spam",Unknown,"2025-02-02 22:50:40"
482,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:50:41"
483,"Internship updates for today!","Not Spam",Unknown,"2025-02-02 22:50:41"
484,"Internship updates for today!","Not Spam",Unknown,"2025-02-02 22:50:41"
485,"Job updates for today!","Not Spam",Unknown,"2025-02-02 22:50:42"
486,"Media message (ID 533)","Not Spam",Unknown,"2025-02-02 22:50:43"
487,"🚀 **Limited-Time Developer Deal – Don't Miss Out!** 🚀

🎉 **Save 30% for 3 Months + Get $50 Hosting Credit** to supercharge your next project!

🔥 **Bonus:** Refer a developer friend and earn **$50 in hosting credit** for your next big idea!

💡 Whether you're launching, scaling, or experimenting, this offer gives you the boost you need.

👉 **Use Code:** **__CW30FOR3__**
🔗 **Claim the Deal Now:** https://bit.ly/4aEP6bN


⏳ **Act fast! This exclusive deal won't be around forever!**","Not Spam",Unknown,"2025-02-02 22:50:43"
488,"Media message (ID 531)","Not Spam",Unknown,"2025-02-02 22:50:46"
489,"Media message (ID 530)","Not Spam",Unknown,"2025-02-02 22:50:48"
490,"Media message (ID 529)","Not Spam",Unknown,"2025-02-02 22:50:49"
491,"Media message (ID 528)","Not Spam",Unknown,"2025-02-02 22:50:50"
492,"🎉 New Year Offer Alert 🎉
( Only 50 Seats) 

🌟 Become a Certified Full Stack JavaScript Developer for Just ₹399 from Learntube backed by Google 🚀
✔️ Verified Certificate Recognized by Google & Amazon
✔️ 40+ Lessons | 10+ Hours of Learning
✔️ Hands-On Projects: Real-Time Apps, RESTful APIs & E-commerce Websites

💡 What You’ll Learn:
✅ JavaScript, HTML, CSS Basics
✅ Front-End with React
✅ Back-End with Node.js & Express.js
✅ APIs, Testing, Security, & Performance Optimization

🎓 Get Certified and Stand Out in the Job Market!

🔥 Enroll Now for Just ₹399/- (Original Price ₹999/-)

👉 Click Below to Enroll Now! 👇
https://tinyurl.com/FullStackJSDevXCourseStella

Start Your Journey in 2024 and Unlock High-Paying Opportunities! 🚀","Not Spam",Unknown,"2025-02-02 22:50:50"
493,"Media message (ID 526)","Not Spam",Unknown,"2025-02-02 22:50:53"
494,"Media message (ID 525)","Not Spam",Unknown,"2025-02-02 22:50:54"
495,"Media message (ID 524)","Not Spam",Unknown,"2025-02-02 22:50:55"
496,https://www.linkedin.com/posts/codegalatta_girlhackathon2025-womenintech-codegalatta-activity-7290190680470044672--a2-?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:50:55"
497,"JEE Exam 2025 |🔥Most Expected PERCENTILE vs MARKS vs RANK | Know Your Position | Detailed Analysis ✅
https://youtu.be/G8gVmharKEM","Not Spam",Unknown,"2025-02-02 22:50:56"
498,"For Registration - www.aptiwings.com","Not Spam",Unknown,"2025-02-02 22:50:56"
499,"**Follow Code Galatta LinkedIn Page** For Regular Internships, Hackathons and Interview Updates....","Not Spam",Unknown,"2025-02-02 22:50:56"
500,https://www.linkedin.com/posts/codegalatta_hackathon-for-smart-student-hostels-solutions-activity-7289896235556028416-a78H?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:50:56"
501,https://www.linkedin.com/posts/codegalatta_girlswannacode-womenintech-flipkartcareers-activity-7289462138480275457-JGzl?utm_source=share&utm_medium=member_android,"Not Spam",Unknown,"2025-02-02 22:50:56"
502,https://youtu.be/ZzmuB0fni7U?si=LmSOk3aHnv4f49lS,"Not Spam",Unknown,"2025-02-02 22:50:57"
503,https://youtu.be/GC-HyrNoE9Y,"Not Spam",Unknown,"2025-02-02 22:50:57"
504,"🔥Welcome to 𝐀𝐝𝐦𝐢𝐬𝐬𝐢𝐨𝐧𝐬 2025 | சிறந்த படிப்புகளும் அதற்கான 𝐓𝐎𝐏 கல்லூரிகளும் | 𝐃𝐄𝐂𝐈𝐃𝐄 your 𝐋𝐈𝐅𝐄 here
https://youtu.be/22UnoLNC978","Not Spam",Unknown,"2025-02-02 22:50:57"
505,https://youtu.be/EueWjYuX98Y?si=QJmB79czMLRDlLOU,"Not Spam",Unknown,"2025-02-02 22:50:58"
506,"Folks it takes a lot of effort to collect, organize and share relevant opportunities for you.

That also daily 😊

Can you please help in spreading a word about my community among your College by sharing the above message in Whatsapp Groups and Friends! 😍

{Especially among your Juniors}

It'll motivate me to share more and more opportunities for you. 🤩

Sharing this message might take 5 seconds of yours but it will surely motivate me to share more and more relevant opportunities for you","Not Spam",Unknown,"2025-02-02 22:54:14"
507,"For Latest Jobs and Internships Updates for 2023, 2024, 2025, 2026 and 2027 Batch

Only direct Links are posted 😀

📫 😍 Join now
https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W","Not Spam",Unknown,"2025-02-02 22:54:14"
508,"If anyone had cracked Internship at Walmart through CodeHers

Why keep your story to yourself? 🤔
I am looking forward to your stories! 
Let's make a difference, one story at a time

Please fill this Form: https://forms.gle/SNYrTvpc3jmQCCno7

Or you can share with me on my LinkedIn: https://www.linkedin.com/in/krishan-kumar08

Will start sharing with everyone via my LinkedIn :)
Will help everyone","Not Spam",Unknown,"2025-02-02 22:54:15"
509,"Media message (ID 5304)","Not Spam",Unknown,"2025-02-02 22:54:16"
510,"Walmart is hiring Females passing out in 2025 and 2026 - CodeHers Hackathon 

Package : INR 18-21 Lakhs + 2-3.5 Lakhs Joining Bonus and stock grants upto 2.5 Lakhs 

Apply Link: https://perfleap.com/WalmartCodehers2025 

Do share with your Friends too","Not Spam",Unknown,"2025-02-02 22:54:16"
511,"Media message (ID 5302)","Not Spam",Unknown,"2025-02-02 22:54:17"
512,"Have you joined the Whatsapp Channel yet? 😍 Get quick updates :)

https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W","Not Spam",Unknown,"2025-02-02 22:54:17"
513,"Every Student must participate in GSoc and explore Open Source

https://www.linkedin.com/posts/krishan-kumar08_google-summer-of-code-gsoc-your-gateway-activity-7290710729723154432-zs6V","Not Spam",Unknown,"2025-02-02 22:54:17"
514,"Media message (ID 5299)","Not Spam",Unknown,"2025-02-02 22:54:18"
515,"12 Work From Home Internships for college students

1. Company name: Justmove
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4gmbcRU

2. Company name: Datachecks 
Role: Prompt Engineer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4aY5RiF

3. Company name: Capway
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 28K per month

Apply Link: https://bit.ly/4jGznx5

4. Company name: Capway 
Role: UI/UX Designer Intern
Expected Stipend: Upto INR 25K per month

Apply Link: https://bit.ly/40M6RSi

5. Company name: HyrioAI
Role: Backend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/4aGKxxI

6. Company name: HyrioAI
Role: Frontend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/3PVF64C

7. Company name: Sypto
Role: Fullstack Developer Intern
Expected Stipend: INR 18K per month

Apply Link: https://bit.ly/4aJYSd2

8. Company name: Smollan
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40E73mk

9. Company name: Modegenics
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40DpVC6

10. Company name: Yellow Paper
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/3CzZGo2

11. Company name: CodeMode
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40BCOMZ

12. Company name: Job Alchemy
Role: Frontend Developer Intern
Expected Stipend: INR 12K per month

Apply Link: https://bit.ly/40M7j2W","Not Spam",Unknown,"2025-02-02 22:54:18"
516,"**Free java Course  - with Placement Assistance Program

Join here: **https://courses.codeleap.io/course/Z7jFb4Skvr

Rs. 1 Convenience fees applicable","Not Spam",Unknown,"2025-02-02 22:54:18"
517,"Media message (ID 1031)","Not Spam",Unknown,"2025-02-02 22:54:19"
518,"Media message (ID 1030)","Not Spam",Unknown,"2025-02-02 22:54:20"
519,"Media message (ID 1029)","Not Spam",Unknown,"2025-02-02 22:54:21"
520,"Media message (ID 1028)","Not Spam",Unknown,"2025-02-02 22:54:21"
